"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"346","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","57","94","FormalParameterNamingConventions","The method parameter name 'LogData' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"347","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","57","94","VariableNamingConventions","Variables should start with a lowercase character, 'LogData' starts with uppercase character.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"348","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","94","24","ApexDoc","Missing ApexDoc @description","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"349","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","94","24","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"350","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","121","37","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"351","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","121","37","ApexDoc","Missing ApexDoc @description","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"352","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","121","37","ApexDoc","Missing ApexDoc @return","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"353","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","121","37","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"354","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler.cls","131","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"355","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler_Test.cls","22","20","ApexAssertionsShouldIncludeMessage","'system.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"356","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\LogHandler_Test.cls","24","16","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"357","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"358","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","1","27","StdCyclomaticComplexity","The class 'MergeFieldsClass' has a Standard Cyclomatic Complexity of 10 (Highest = 16).","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"359","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","1","27","CognitiveComplexity","The class 'MergeFieldsClass' has a total cognitive complexity of 75 (highest 53), current threshold is 50","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"360","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","2","54","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"361","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","2","54","StdCyclomaticComplexity","The method 'mergefieldsMethod' has a Standard Cyclomatic Complexity of 16.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"362","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","2","54","NcssMethodCount","The method 'mergefieldsMethod()' has an NCSS line count of 57","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"363","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","2","54","CognitiveComplexity","The method 'mergefieldsMethod(List<Document_Template_Section__c>, Id)' has a cognitive complexity of 53, current threshold is 15","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"364","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","2","54","CyclomaticComplexity","The method 'mergefieldsMethod(List<Document_Template_Section__c>, Id)' has a cyclomatic complexity of 16.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"365","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","54","40","UnusedLocalVariable","Variable 'resVal' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"366","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","56","37","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"367","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","79","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"368","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","100","35","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"369","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","139","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"370","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","141","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"371","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","143","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"372","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","145","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"373","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","147","29","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"374","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","149","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"375","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MergeFieldsClass.cls","151","23","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"376","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MultiSelectLookupController.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"377","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MultiSelectLookupController.cls","3","44","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"378","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MultiSelectLookupController.cls","3","44","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"379","5","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MultiSelectLookupController.cls","9","20","UnusedLocalVariable","Variable 'str' defined but not used","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"380","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MultiSelectLookupController.cls","25","54","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"381","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\MultiSelectLookupController.cls","40","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"382","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","1","27","AvoidGlobalModifier","Avoid using global modifier","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"383","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"384","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","3","18","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"385","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","7","16","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"386","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","14","33","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"387","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","20","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"388","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","20","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"389","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","21","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"390","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","21","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"391","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","30","26","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"392","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","32","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"393","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplay.cls","32","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"394","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplayTest.cls","8","16","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"395","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplayTest.cls","9","16","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"396","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PdfDisplayTest.cls","17","15","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"397","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PopUpMessageSelector.cls","1","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"398","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PopUpMessageSelector.cls","1","27","ExcessivePublicCount","This class has a bunch of public methods and attributes","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"399","3","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PopUpMessageSelector.cls","1","27","TooManyFields","Too many fields","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"400","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PopUpMessageSelector.cls","4","25","FieldNamingConventions","The final field name 'ATTRIBUTECOMPATIBILITYRULES_ONE_CONDITION' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"401","1","C:\Users\Dell\Desktop\Branches\DxTemplates\DxTemplates\force-app\main\default\classes\PopUpMessageSelector.cls","6","25","FieldNamingConventions","The final field name 'ATTRIBUTECOMPATIBILITYRULES_LIST_ACTION' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.54.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
